title,price,info,usage,brand,category,product_type,images,description,url
Loción Clarificante 1 Piel Seca 400 ml Clinique,185.00,Fórmula desarrollada por dermatólogos que revela una piel más suave y saludable. Remueve las células muertas para que el hidratante actúe con más eficacia.,"Usa dos veces al día, mañana y noche.


Aplica con una bola de algodón, pasando suavemente sobre el rostro y cuello.


Sólo para uso externo. Evita el área de ojos y labios


Sigue con el Paso 3: Dramatically Different Moisturizing Lotion + o Gel.",CLINIQUE,Limpieza,Dermocosmética,"['https://aruma.vtexassets.com/arquivos/ids/179027-800-auto?v=637957585412830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/179028-800-auto?v=637957585627130000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/179029-800-auto?v=637957586311470000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/179030-800-auto?v=637957586493300000&width=800&height=auto&aspect=true']","¿Qué es? 
Es el Paso 2 en nuestro Sistema de 3 Pasos personalizado para el cuidado de la piel. Loción exfoliante líquida desarrollada por dermatólogos despeja el camino para una piel más uniforme y saludable. 

¿Qué hace? 
La fórmula suave y refrescante marca la diferencia para una piel sana. Elimina la contaminación, suciedad, piel muerta dejando una piel más lisa y clara. Deja fresca tu piel gracias a la fórmula que incluye Hamamelis, un purificante que deja la piel limpia y refrescada. Prepara la piel para el hidratante - exfoliar la piel hace que la piel sea más receptiva a los hidratantes y tratamientos.Para pieles más grasas, la exfoliación dos veces al día ayuda a minimizar el exceso de grasa en la piel y deja los poros limpios. Para pieles más secas, la exfoliación dos veces al día ayuda a remover la piel muerta que pueden obstruir la absorción de la humedad. Incluso, ayuda a disminuir las finas líneas. 

Disponible para 5 tipos de pieles: 
Clarifying Lotion 1.0 - Piel sensible.
Clarifying Lotion 1 - Piel seca. 
Clarifying Lotion 2 - Piel mixta seca. 
Clarifying Lotion 3 - Piel mixta grasa. 
Clarifying Lotion 4 - Piel grasa. 

El secreto del sistema. 
Nuestro revolucionario Sistema de 3 Pasos fue creado por un reconocido dermatólogo. Es simple, personalizado y toma tres minutos, dos veces al día: limpia con Facial Soap, exfolia con Clarifying Lotion, humecta con Dramatically Different Moisturizing Lotion+, Gel libre de aceite o Jelly ligero. 
Hay una rutina del cuidado de la piel Clinique perfecta para ti.

Nuestra filosofía de pureza 
Sin parabenos. Sin ftalatos. Sin fragancia. Piel simplemente feliz.",https://www.aruma.pe/locion-clarificante-1-piel-seca-400-ml-clinique/p
Pack Neutrogena Sun Fresh HB50 COR + Humectante Hydro Boost Water Gel Noche x 50g,134.80,Pack Neutrogena Sun Fresh HB50 COR + Humectante Hydro Boost Water Gel Noche x 50g,,NEUTROGENA,Protección Solar,Facial,['https://aruma.vtexassets.com/arquivos/ids/203645-800-auto?v=638740290828130000&width=800&height=auto&aspect=true'],,https://www.aruma.pe/pack-neutrogena-sun-fresh-hb50-cor-humectante-hydro-boost-water-gel-noche-x-50g/p
Mascarilla para Labios Pink Kocostar,12.90,,Coloca la mascarilla sobre los labios limpios. Deja actuar durante 10-20 minutos. Retira la mascarilla y masajea el producto restante en los labios para que se absorba correctamente.,Kocostar,Labios,CUIDADO DE LA PIEL,['https://aruma.vtexassets.com/arquivos/ids/180241-800-auto?v=638028304388330000&width=800&height=auto&aspect=true'],Mascarilla para Labios Pink Kocostar,https://www.aruma.pe/mascarilla-para-labios-pink-kocostar/p
Mascarilla en tela para rostro Revitalizante congranada Garnier Skin Active,14.90,"Mascarilla que rehidrata intensamente la piel, reduce las arrugas y potencia la luminosidad en solo 15 minutos.","Despliega la mascarilla y aplícala sobre tu rostro limpio y seco. El film protector azul debe quedar hacia la parte exterior de tu rostro. A continuación, retira el film y ajusta los contornos. Deja reposar durante 15 minutos. Por último, retira la mascarilla y masajea tu piel.",SKIN GARNIER ACTIVE,Tratamiento,Hidratación,"['https://aruma.vtexassets.com/arquivos/ids/175912-800-auto?v=637835230398570000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175913-800-auto?v=637835230404070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175914-800-auto?v=637835230407500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175915-800-auto?v=637835230413430000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175916-800-auto?v=637835230419230000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175917-800-auto?v=637835230423300000&width=800&height=auto&aspect=true']",Mascarilla en tela Hidra Bomb de L,https://www.aruma.pe/mascarilla-en-tela-para-rostro-revitalizante-congranada-garnier-skin-active/p
Parches Reafirmantes Para Ojos Pixi Fortifeye (30 Pares / 60 Parches + Spatula),99.90,Parches de hidrogel tonificantes y reafirmantes que ayudan a rejuvenecer y revitalizar la zona debajo de los ojos.,"• Usa la espátula incluida para levantar y separar suavemente cada parche.
• Aplica sobre la zona limpia y seca debajo de los ojos, colocando la parte más gruesa en la esquina exterior.
• Déjalos actuar durante 10 minutos y deséchalos después de usarlos.
• Da suaves toques para que el suero restante se absorba en la piel. No enjuagar.
• Consejo: Úsalos fríos para un efecto extra de reducción de hinchazón.",Pixi,Contorno de ojos,,"['https://aruma.vtexassets.com/arquivos/ids/204283-800-auto?v=638774901044330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204284-800-auto?v=638790296254400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204285-800-auto?v=638790296254570000&width=800&height=auto&aspect=true']",,https://www.aruma.pe/parches-reafirmantes-para-ojos-pixi-fortifeye-30-pares-60-parches-spatula/p
Base BB Cream Effaclar BB Blur 30ml La Roche Posay,120.00,Unificador anti-brillo de efecto inmediato.,,LA ROCHE POSAY,DERMOCOSMÉTICA,Rostro,"['https://aruma.vtexassets.com/arquivos/ids/178294-800-auto?v=637922984052730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/165725-800-auto?v=637401855324900000&width=800&height=auto&aspect=true']",Unificador anti-brillo de efecto inmediato. Difumina la apariencia de los poros e imperfecciones. Matifica la piel a lo largo del día.,https://www.aruma.pe/base-bb-cream-effaclar-bb-blur-30ml-la-roche-posay/p
Bloqueador Solar Bariesun SPF 50+ Bruma Spray 200 ml Uriage,143.00,"Gracias a un potente complejo filtrante, este spray proporciona una protección muy alta contra los rayos UVA-UVB y los radicales libres, además de prevenir la sequedad cutánea.","Aplicar una cantidad suficiente del producto antes de la exposición (por ejemplo, 8 pulverizaciones para el ternero).
Reducir esta cantidad disminuye el nivel de protección. Vuelva a aplicar el producto con frecuencia, especialmente después de sudar, nadar o limpiarse la piel.",URIAGE,Protección Solar,Facial,['https://aruma.vtexassets.com/arquivos/ids/179385-800-auto?v=637968619393100000&width=800&height=auto&aspect=true'],"Previene el fotoenvejecimiento
El agua termal de Uriage, que constituye la base de las fórmulas Bariésun, permite luchar contra los efectos nocivos del sol reforzando la barrera cutánea y protegiendo el ADN de la degradación de la radiación UV*.

Protege contra la radiación UV
Su nuevo complejo de filtros de última generación asegura una protección muy alta contra los rayos UV. Este cuidado garantiza una fotoestabilidad probada y una amplia cobertura contra las radiaciones UVB-UVA.

Hidrata en profundidad
El spray, enriquecido con Aquaspongines y Agua Termal de Uriage, garantiza una protección intensa frente a la sequedad.",https://www.aruma.pe/bloqueador-solar-bariesun-spf-50-bruma-spray-200-ml-uriage/p
Contorno De Ojos Laneige Water Bank Blue Hyaluronic Eye Cream 25Ml,185.00,"Una crema de ojos de textura sedosa que ilumina visiblemente, mejora la apariencia de las bolsas bajo los ojos y ha sido testada por dermatólogos y oftalmólogos. Perfecta para completar tu rutina de cuidado de la piel coreana.",Aplica suavemente una pequeña cantidad de crema alrededor del área de los ojos utilizando tu dedo anular. Realiza suaves toques hasta que el producto se absorba por completo. Úsalo por la mañana y por la noche según sea necesario.,LANEIGE,Hidratación,Contorno de ojos,"['https://aruma.vtexassets.com/arquivos/ids/204490-800-auto?v=638790297686930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204491-800-auto?v=638790297687100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204492-800-auto?v=638790297687100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204493-800-auto?v=638790297687100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204494-800-auto?v=638790297687230000&width=800&height=auto&aspect=true']","Revitaliza tu mirada con esta crema de ojos ultra hidratante, el toque final perfecto para tu rutina de K-beauty. Enriquecida con niacinamida y cafeína, ayuda a iluminar y refrescar la zona del contorno de ojos. El ácido hialurónico, fermentado con algas de aguas profundas y sometido a un proceso de microfiltración en 10 pasos, se absorbe al instante para una hidratación intensa y duradera.",https://www.aruma.pe/contorno-de-ojos-laneige-water-bank-blue-hyaluronic-eye-cream-25ml/p
Pack Purified Agua Micelar + Exfoliante + Limpiador Neutrogena,116.70,"Rutina purificante completa: desmaquilla, limpia a profundidad y exfolia. Ideal para piel mixta a grasa con poros visibles.","Agua Micelar Purified Skin: Con un algodón humedecido en el agua micelar, pasa delicadamente por tu rostro retirando así las impurezas. No es necesario que enjuagues al terminar. Te recomendamos utilizar hidratande en crema después.}

Limpiador Facial Purified Skin: Humedece tus manos y tu rostro con agua tibia, frota lenta y delicadamente por todo la cara, teniendo cuidado de la piel al rededor de tus ojos, Enjuaga con abundante agua. Utiliza todos los días para mejores resultados.

Exfoliante Facial Purified Skin: Humedece tus manos y tu rostro con agua tibia, frota lenta y delicadamente por todo la cara, teniendo cuidado de la piel al rededor de tus ojos, Enjuaga con abundante agua. Utiliza todos los días para mejores resultados.",NEUTROGENA,Limpieza,Aguas Micelares y Tónicos,"['https://aruma.vtexassets.com/arquivos/ids/169174-800-auto?v=637563494482330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205487-800-auto?v=638828553499000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205488-800-auto?v=638828553499630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205489-800-auto?v=638828553499630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205490-800-auto?v=638828553499800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205491-800-auto?v=638828553499800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205492-800-auto?v=638828553499800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205493-800-auto?v=638828553499930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205494-800-auto?v=638828553499930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/205495-800-auto?v=638828553499930000&width=800&height=auto&aspect=true']","Agua Micelar NEUTROGENA Purified Skin 200 ml: limpieza purificadora que elimina toxinas. Posee 7 beneficios: limpia, desmaquilla, reduce la oleosidad, desobstruye los poros, purifica, refresca y suaviza la piel. Con exclusiva tecnología Triple Micelar, el producto actúa en tres diferentes aspectos de la limpieza: remoción del maquillaje, exceso de oleosidad e impurezas. Su fórmula suave respeta el pH de la piel y no daña su barrera natural, así evita que la piel produzca más oleosidad como mecanismo de defensa.Limpiador Facial NEUTROGENA Purified Skin 150ml: Esta magnífica fórmula ofrece una limpieza purificadora y profunda que elimina las impurezas y toxinas de tu piel, reduce la oleosidad de los poros sin dejar una sensación de resequedad. El exfoliante proporciona una sensación radiante y suave. Ayuda a preservar la barrera natural de la piel y promueve la renovación celular.Exfoliante Facial NEUTROGENA Purified Skin 100 ml: elimina las toxinas que se acumulan en tu piel por la contaminación. Limpia y purifica la piel, evitando la obstrucción de poros.",https://www.aruma.pe/pack-purified-agua-micelar-exfoliante-limpiador-neutrogena/p
Crema L'Oreal Paris Día Ácido Glicólico Fps30 50 ml,80.90,Crema L'Oreal Paris Día Ácido Glicólico Fps30 50 ml,"Aplica abundantemente el producto justo antes de exponerte al sol. Renueva frecuentemente la aplicación para mantener la protección. Para mejores resultados complementa tu rutina Glycolic-Bright con nuestro Sérum anti-manchas, el Gel limpiador y Gel crema noche anti-manchas",L'OREAL PARIS,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/202133-800-auto?v=638677362006700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/202134-800-auto?v=638677362095230000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/202135-800-auto?v=638677362192030000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/202136-800-auto?v=638677362293800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/202137-800-auto?v=638677362553330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/202138-800-auto?v=638677362780670000&width=800&height=auto&aspect=true']","""Crema Hidratante Facial Día Antimanchas L'Oréal Paris a través de su fórmula consigue una piel más radiante y uniforme en 7 días*.- Reduce visiblemente las manchas.
- Actúa en manchas por la edad y por imperfecciones*.
 -Nuestra fórmula más potente con [Ácido Glicólico + Niacinamida] 
- Alta protección solar FPS30
- Hidrata con un acabado ligero y no grasoso.
- Aplica abundantemente el producto justo antes de exponerte al sol.
- Para mejores resultados complementa tu rutina Glycolic-Bright con nuestro Sérum anti-manchas, el Gel limpiador y Gel crema noche anti-manchas
-Es validado por dermatólogos.
-Contenido 30ml""",https://www.aruma.pe/crema-loreal-paris-dia-acido-glicolico-fps30-50-ml/p
Gel Limpiador Babaria Matificante Aloe Vera 150ml Babaria,29.90,"Gel Limpiador Matificante, Purifica, reduce el exceso de sebo y ayuda a equilibrar la microbiota",,BABARIA,Limpieza,Limpiadores y Jabones,['https://aruma.vtexassets.com/arquivos/ids/173265-800-auto?v=637788241682600000&width=800&height=auto&aspect=true'],"Formulado con Aloe Vera y Extracto de Alga Verde, limpia en profundidad la piel y la purifica, ayuda a equilibrar la microbiota y reducir el exceso de sebo en pieles propensas al acné. Minimiza los poros. Pieles grasas y mixtas.",https://www.aruma.pe/gel-limpiador-babaria-matificante-aloe-vera-150ml-babaria/p
Desmaquillante de Ojos Bifásico 125ml Martiderm,76.00,"El nuevo Desmaquillante de Ojos Bifásico limpia, hidrata y protege. Para todo tipo de piel.","1) Agitar el envase antes de usar con el objetivo de mezclar las dos fases del producto.
2) Empapar un disco de algodón reutilizable.
3) Retirar restos de maquillaje e impurezas de la zona de los ojos mediante movimientos suaves en la dirección de las pestañas, repitiendo si es necesario.",MARTIDERM,Limpieza,Dermocosmética,"['https://aruma.vtexassets.com/arquivos/ids/172166-800-auto?v=637716777407970000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/172167-800-auto?v=637716777525500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/187475-800-auto?v=638303947983630000&width=800&height=auto&aspect=true']","El nuevo Desmaquillante de Ojos Bifásico limpia suavemente y es capaz de eliminar el maquillaje waterproof sin resecar la piel. La deja hidratada sin efecto graso. Y, además, no irrita, no pica y no escuece en los ojos, siendo muy respetuoso con las pestañas.
Contiene extracto de Edelweiss que funciona como hidratante y protector de la epidermis. Además, reduce la sensibilidad de la piel aportando un efecto calmante.
También contiene prebióticos como el Lactitol y Xilitol que protegen de las agresiones externas reforzando los mecanismos de defensa de la piel, regeneran la piel y equilibran la flora cutánea.",https://www.aruma.pe/desmaquillante-de-ojos-bifasico-125ml-martiderm/p
Crema Hidratante Con Color Anne T. Dotes Light-Medium #18 TheBalm,99.90,Crema Hidratante,,THEBALM,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/185317-800-auto?v=638252231752830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/185318-800-auto?v=638252231827730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/185319-800-auto?v=638252231904300000&width=800&height=auto&aspect=true']","Una crema hidratante  formulado con mantequilla de semilla de Murumuru y vitamina A, proporciona a la piel la hidratación que necesita  y al mismo tiempo disimula las imperfecciones.                                                                                                                                                                                                                                                                          Mantiene la piel suave.                                                                                                                           Sin parabeno y sin crueldad.                                                                                           Disponible en varios tonos para combinar.",https://www.aruma.pe/crema-hidratante-con-color-anne-tdotes-light-medium-18-thebalm/p
Sebium Bioderma Sensitive Te30Ml,105.00,"Crema no comedogénica de cuidado que calma, rehidrata y elimina las lesiones del acné.",,BIODERMA,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/192268-800-auto?v=638429145660400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192269-800-auto?v=638429145767530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192270-800-auto?v=638429145869070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192271-800-auto?v=638429145980730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192272-800-auto?v=638429146112530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192273-800-auto?v=638429146125100000&width=800&height=auto&aspect=true']","Alivia la piel, calma las irritaciones y reduce las rojeces, hidrata por 12 horas, efecto anti-brillo, elimina lesiones de acné.",https://www.aruma.pe/sebium-bioderma-sensitive-te30ml-2/p
Boqueador Solar Hawaiiian Tropic Sheer Touch SPF50 240ml,66.90,"Protector solar corporal SPF50 que brinda una piel radiante mientras la proteges del sol. Con Fórmula Ultra Radiance que brinda tres beneficios en uno: Protege, Suaviza y deja Tu Piel Radiante.","Aplicar generosamente 20 minutos antes de exponerse al sol. Si la cantidad aplicada no es adecuada, el nivel de protección será significativamente reducido. Reaplicar cada dos horas o luego de sudoración intensa, nada, bañarse o secarse con toalla durante la exposición al sol. Es necesaria la replicación del producto para mantener su efectividad",HAWAIIAN TROPIC,Protección Solar,Facial,"['https://aruma.vtexassets.com/arquivos/ids/201054-800-auto?v=638646294464270000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201055-800-auto?v=638646294468170000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201056-800-auto?v=638646294470930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201057-800-auto?v=638646294474530000&width=800&height=auto&aspect=true']","Con Tecnología Ultra Radiance con un toque de brillo dejando una piel suave y luminosa. Textura ligera, no grasosa. Muy resistente al agua. Fragancia tropical con aroma a coco.",https://www.aruma.pe/boqueador-solar-hawaiiian-tropic-sheer-touch-spf50-240ml/p
Crema Facial Hidratante en Gel NIVEA Rose Care con Ácido Hialurónico - Frasco 50ml,45.90,"Para una hidratación profunda, hasta por 48 horas con el uso regular.","Aplicar todas las mañanas en el rostro limpio, evitando el contacto directo con los ojos.",NIVEA,Hidratación,Cremas de Día,['https://aruma.vtexassets.com/arquivos/ids/186692-800-auto?v=638289230365230000&width=800&height=auto&aspect=true'],"La fórmula de nuestra Crema en Gel combina el Ácido Hialurónico y los conocidos beneficios antioxidantes del Agua de Rosas Orgánica, para brindarle a tu piel una hidratación profunda, hasta por 48 horas. Su textura ligera en gel se absorbe rápidamente, brindando una sensación de frescura. Revitaliza la piel dejándola radiante y saludable. Comienza cada día con un delicado aroma a rosas. Para todo tipo de piel, incluso para pieles sensibles.",https://www.aruma.pe/crema-facial-hidratante-rosas-frasco-50ml-nivea/p
Limpiador Matificante Acniben Isdin 200 ml,89.90,,,ISDIN,Limpieza,Necesidad,['https://aruma.vtexassets.com/arquivos/ids/183826-800-auto?v=638167625063030000&width=800&height=auto&aspect=true'],"Isdin Acniben 1 Limpiador Matificante es un gel que ayuda a la limpieza de la piel grasa o con tendencia acneica sin resecar. Gracias a su fórmula desobstruye los poros, elimina las impurezas y reduce el exceso de sebo, dejando la piel fresca y mati?cada.",https://www.aruma.pe/limpiador-matificante-acniben-isdin-200-ml/p
Eucerin Oil Control Gel-Crema Toque seco FPS 50+ Protector Solar Corporal 200ml,153.00,,,EUCERIN,Protección Solar,Corporal,['https://aruma.vtexassets.com/arquivos/ids/182921-800-auto?v=638143266123070000&width=800&height=auto&aspect=true'],,https://www.aruma.pe/sun-gel-cream-dry-touch-fps50-200-ml-eucerin/p
Redermic Retinol Ojos 15ml La Roche Posay,166.00,Alisa y tensa la piel del contorno de los ojos. Reduce los signos de fatiga.,,LA ROCHE POSAY,Hidratación,Contorno de ojos,"['https://aruma.vtexassets.com/arquivos/ids/178308-800-auto?v=637922988687100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/173255-800-auto?v=637784106586870000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/173256-800-auto?v=637784107436200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/173257-800-auto?v=637784107587630000&width=800&height=auto&aspect=true']","Ojos sensibles. Signos de fotoenvejecimiento y fatiga en el contorno de los ojos: arrugas acentuadas y ojeras. Innovación ojos sensibles: complejo de retinol exclusivo para una acción suavizante, combinado con cafeína para una acción anti-fatiga, en una textura ligera y fluida con efecto tensor, apto para los ojos sensibles.",https://www.aruma.pe/redermic-retinol-ojos-15ml-la-roche-posay/p
Mascarilla Facial Laneige Bouncy And Firm Sleeping Mask 60Ml,159.00,"Una mascarilla nocturna coreana de efecto reafirmante con complejo de peonía y colágeno que proporciona beneficios tanto inmediatos como a largo plazo para una piel visiblemente más lisa, firme y con un aspecto jugoso.","Después de la crema facial, aplica de manera uniforme sobre el rostro. Deja el tratamiento durante la noche y enjuaga por la mañana.",LANEIGE,Mascarillas,,"['https://aruma.vtexassets.com/arquivos/ids/204500-800-auto?v=638786032854800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204501-800-auto?v=638786032854900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204502-800-auto?v=638786032854900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204503-800-auto?v=638786032854900000&width=800&height=auto&aspect=true']","¡Despierta con una piel radiante y jugosa! Inspirada en la tendencia coreana de envejecimiento lento, esta innovadora fórmula contiene cápsulas glow fundentes que imitan los lípidos naturales de la piel para proteger la barrera de hidratación y nutrir en profundidad mientras duermes. Enriquecida con Complejo de Peonía y Colágeno y péptidos, ayuda a estimular y preservar el colágeno, clave para una piel visiblemente firme y elástica. Con el tiempo, mejora la luminosidad y reduce visiblemente líneas de expresión y arrugas.",https://www.aruma.pe/mascarilla-facial-laneige-bouncy-and-firm-sleeping-mask-60ml/p
Serum Antioxidante SPF30+ Revox  Brightening Con Vitamina E 30ml,39.90,Una solución iluminadora y alisadora para el rostro y el cuello.,"Aplicar 4-5 gotas del suero por la mañana sobre el rostro y el cuello, evitando el contorno de los ojos. La cantidad utilizada es proporcional al nivel de protección. Puedes utilizar el sérum antes de otro producto de protección solar o antes de maquillarte.
""",REVOX,Necesidad,Tratamiento,"['https://aruma.vtexassets.com/arquivos/ids/190002-800-auto?v=638392847889300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/190003-800-auto?v=638392848034930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/190004-800-auto?v=638392848140070000&width=800&height=auto&aspect=true']","REVOX B77 JUST ANTIOXIDANT SERUM SPF30+ es una solución iluminadora y suavizante para el rostro y el cuello. Los factores externos nocivos tienen efectos negativos en la piel, provocando diversas afecciones y problemas, como la pigmentación y los signos de envejecimiento prematuro.",https://www.aruma.pe/serum-antioxidante-spf30-revox-brightening-con-vitamina-e-30ml/p
Crema Humectante Anti-Arrugas Ht5 Expert +55 50 Ml L'Oréal Paris Skin Care,45.90,"Crema humectante antiarrugas hidratante total que redensifica la piel, redefine contornos y reduce arrugas +55 años de edad.",Aplica el producto todos los días sobre el rostro y cuello perfectamente limpios. Asegúrate de realiza masajes con movimientos circulares. Evita el contacto con los ojos.,L'OREAL PARIS,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/168346-800-auto?v=637509063193570000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/168347-800-auto?v=637509063301900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/168348-800-auto?v=637509063430830000&width=800&height=auto&aspect=true']","Crema humectante L'Oréal Paris Skin Care Hidra-Total 5 con efecto antiarrugas, contiene colágeno para reducir las primeras arrugas. Sus componentes hidratan intensamente la piel durante 24 horas, nutren para evitar la sequedad, reduce las primeras arrugas, mejoran la elasticidad haciendo más flexible la piel, unifican el tono y suavizan por completo. Responde a las necesidades específicas de la piel a partir de los 55 años.",https://www.aruma.pe/crema-humectante-anti-arrugas-ht5-expert-55-50-ml-loreal-paris-skin-care/p
Eucerin Contorno de Ojos FPS15 Hyaluron-Filler + 3x Effect 15ml,149.00,,,EUCERIN,Hidratación,Dermocosmética,"['https://aruma.vtexassets.com/arquivos/ids/188474-800-auto?v=638332368210670000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188475-800-auto?v=638332368334630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188476-800-auto?v=638332368453730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188477-800-auto?v=638332368600570000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188478-800-auto?v=638332368794230000&width=800&height=auto&aspect=true']",,https://www.aruma.pe/crema-hyaluron-filler-ojos-15-ml-eucerin/p
Eucerin Crema Facial de Día para Todo Tipo de Piel FPS30 Hyaluron-Filler + 3x Effect 50ml,171.00,,"▪ Aplique en la mañana sobre el rostro, el cuello y el escote bien limpios, masajeando la crema suavemente en la piel. 
▪ Evita el contacto con los ojos. 
▪ Para intensificar los beneficios rellenadores de arrugas, úsala junto con Eucerin Hyaluron Filler Crema de Contorno de Ojos y Hyaluron Filler Crema de Noche como parte de una rutina diaria para el cuidado de la piel.",EUCERIN,Hidratación,Dermocosmética,"['https://aruma.vtexassets.com/arquivos/ids/188479-800-auto?v=638332369185770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188480-800-auto?v=638332369299800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188481-800-auto?v=638332369438430000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/188482-800-auto?v=638332369570730000&width=800&height=auto&aspect=true']",,https://www.aruma.pe/hyaluron-filler-dia-spf30-50-ml-eucerin/p
Gel Calmante Aloe 99% Face and Body 250ml Holika Holika,48.90,Humectante corporal ligero con extracto de Aloe Vera.,"Aplica en piel sensible y seca, y extiende delicadamente para su completa absorción.",HOLIKA HOLIKA,Hidratación,Cremas de Día,['https://aruma.vtexassets.com/arquivos/ids/166915-800-auto?v=637417458489870000&width=800&height=auto&aspect=true'],"Calmante Gel 99% es un humectante corporal ligero con extracto de Aloe Vera. El gel calmante ayuda a revivir la piel irritada y estresada de los factores ambientales dañinos o la deshidratación. Su fórmula tipo gel penetra profundamente en la piel pero no deja la piel grasosa o pegajosa. El gel absorbe y refresca rápidamente la piel. El gel, además del jugo de aloe vera, también incluye: loto, bambú, pepino, sandía, hojas de col y extractos de centella asiática.",https://www.aruma.pe/gel-calmante-aloe-99-face-and-body-250ml-holika-holika/p
