title,price,info,usage,brand,category,product_type,images,description,url
Limpiador Espumante Tocobo Coconut Clay Cleansing Foam 150ml,89.90,Es una espuma limpiadora que utiliza microburbujas e ingredientes de arcilla para limpiar profundamente los residuos en los poros.,"Toma una cantidad apropiada del producto y formar espuma bajo el agua, frotar sobre el rostro masajeando la piel. Retirar con agua tibia.",TOCOBO,Limpieza,Limpiadores y Jabones,"['https://aruma.vtexassets.com/arquivos/ids/197075-800-auto?v=638557121170330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197076-800-auto?v=638557121173330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197077-800-auto?v=638557121175070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197078-800-auto?v=638557121178330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197079-800-auto?v=638557121181630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197080-800-auto?v=638557121185370000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197081-800-auto?v=638557121189530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/197082-800-auto?v=638557121194300000&width=800&height=auto&aspect=true']","Su fórmula mineral a base de bentonita y calamina absorbe el sebo y previene la formación de puntos negros y blancos, mientras que los extractos hidratantes crean una película humectante que evita la sequedad después del lavado. Con una fórmula de arcilla elástica y un brillo rosado, ofrece una limpieza suave con burbujas finas más pequeñas que el tamaño promedio de los poros.",https://www.aruma.pe/limpiador-espumante-tocobo-coconut-clay-cleansing-foam-150ml/p
Mascarilla Purificante Piel Mixta/Grasa/Tendencia Acneica Pure-Mask 75ml Martiderm,140.00,"Mascarilla purificante y sebo reguladora que limpia enprofundidad e hidrata, dejando la piel más suave yreduciendo el tamaño del poro.","1) Limpiar el rostro.
2) Aplicar una capa uniforme sobre la piel limpia por todo el rostro excepto ojos y labios.
3)Dejar secar durante 10-15 minutos.
3) Aclarar con abundante agua.
4) Usar 1-2 veces a la semana.",MARTIDERM,Tratamiento,Mascarillas,"['https://aruma.vtexassets.com/arquivos/ids/169551-800-auto?v=637595515124700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/187513-800-auto?v=638303963648100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/187514-800-auto?v=638303963740070000&width=800&height=auto&aspect=true']","MD PURE-MASK PIELES GRASAS Y ACNEICAS - 75ml es  una mascarilla que Posee propiedades tónicas y estimulantes para activar la circulación, cicatrizantes y antisépticas. Así mismo, hidratan y reafirman la piel, es ideal para pieles grasas con tendencia acneica, esta mascarilla debe ser aplicada 1 o 2 veces como máximo en 1 semana.",https://www.aruma.pe/mascarilla-purificante-piel-mixtagrasatendencia-acneica-pure-mask-75ml-martiderm/p
Corrector De Manchas Dsp Cover Stick 4ml Martiderm,109.00,Tratamiento despigmentante en barra que corrige las manchas y previene su aparición. También unifica el tono del rostro y protege las células cutáneas del estrés oxidativo.,"1) Limpiar el rostro.
2) Aplicar localmente sobre las zonas pigmentadas de la piel 2 3 veces al día.
- Es recomendable realizar el tratamiento durante un periodo mínimo de 3 meses.
- Usar durante el día ya que posee protección solar 50.",MARTIDERM,Necesidad,Dermocosmética,"['https://aruma.vtexassets.com/arquivos/ids/177718-800-auto?v=637898612656230000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/177719-800-auto?v=637898612750470000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/177720-800-auto?v=637898612877000000&width=800&height=auto&aspect=true']",DSP-Cover Stick 50+ es un tratamiento despigmentante en barra que corrige las manchas y previene su aparición. También unifica el tono del rostro y protege las células cutáneas del estrés oxidativo. Su fórmula está compuesta con ácido salicílico y ácido kójico para acabar progresivamente con la hiperpigmentación cutánea.,https://www.aruma.pe/corrector-de-manchas-dsp-cover-stick-4ml-martiderm/p
Hidratante Moisture Surge 100 Horas 30 ml Clinique,179.00,"Una actualización de nuestro humectante favorito, refrescante fórmula crema en gel sin aceite con exclusivo biofermento de aloe y ácido hialurónico que penetra en la superficie de la piel, para una hidratación de más de 10 capas de profundidad * y que dura 100 horas, incluso después de lavarte el rostro.",,CLINIQUE,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/178846-800-auto?v=637953591287370000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178847-800-auto?v=637953591521100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178848-800-auto?v=637953591863730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178849-800-auto?v=637953592120770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178850-800-auto?v=637953592303430000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178851-800-auto?v=637953592435830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178852-800-auto?v=637953592580030000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178853-800-auto?v=637953592838770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178854-800-auto?v=637953593001170000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178855-800-auto?v=637953593214370000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178856-800-auto?v=637953593540930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178857-800-auto?v=637953593773800000&width=800&height=auto&aspect=true']","¿Qué es? Una actualización de nuestro humectante favorito, refrescante fórmula crema en gel sin aceite con exclusivo biofermento de aloe y ácido hialurónico que penetra en la superficie de la piel, para una hidratación de más de 10 capas de profundidad * y que dura 100 horas, incluso después de lavarte el rostro. ¿Qué hace? Fórmula ligera libre de aceite que proporciona una hidratación 10 capas a profundidad. * Proporciona un boost máximo de hidratación de un 174% que permite que la piel se mantenga humectada hasta por 100 horas. Este avanzado hidratante de doble acción con Tecnología de Auto-Reposición ayuda a la piel a crear su propia fuente de humectación interna para rehidratarse continuamente, reteninedo la humedad para lograr una piel fresca y saludable por más tiempo.",https://www.aruma.pe/hidratante-moisture-surge-100-horas-30-ml-clinique/p
"Bruma Facial Mario Badescu Aloe, Pepino Y Té Verde 118 ml",39.90,"EL SPRAY FAVORITO: Bruma facial rejuvenecedora para rostro, cuello o cabello. Té verde, pepino y aloe para una piel hidratada y reafirmada.","Rocíe sobre la cara, el cuello o el cabello según sea necesario.
Úselo para infundir más hidratación antes o después de aplicar la crema hidratante, como estimulante sobre la marcha o después del maquillaje para darle a la piel un acabado húmedo.

* Si el producto entra en contacto con los ojos, enjuáguelos bien con agua.",MARIO BADESCU,Hidratación,Aguas Termales y Brumas,"['https://aruma.vtexassets.com/arquivos/ids/193211-800-auto?v=638446680005330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192549-800-auto?v=638433733489100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192550-800-auto?v=638433733595400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192551-800-auto?v=638433733697900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192925-800-auto?v=638442965328930000&width=800&height=auto&aspect=true']","Bruma facial multiusos de aloe vera, menta y pepino proporciona una sensación refrescante y vigorizante y despierta la piel apagada y cansada con una hidratación enriquecida con antioxidantes. La piel queda revitalizada con un acabado húmedo. Se puede utilizar en la cara, el cuello o el cabello para obtener un beneficio calmante para la piel y los sentidos.",https://www.aruma.pe/bruma-facial-mario-badescu-aloe-pepino-y-te-verde-118-ml/p
Parches Para Ojos De Hidrogel Tony Moly I'M Charcoal Eye Patch 7g,12.90,"Los parches de gel con carbón contienen una esencia específica que proporciona un tratamiento reparador para la piel áspera, opaca y seca, brindando una hidratación intensa, luminosidad y resistencia.","Después de lavar tu rostro aplica la mascarilla en la zona de las ojeras y déjela reposar de 10 a 20 minutos. Cuando el tiempo haya culminado, da palmadas suavemente con los dedos anulares hasta que la esencia restante se absorba.",TONY MOLY,Tratamiento,Mascarillas,['https://aruma.vtexassets.com/arquivos/ids/203569-800-auto?v=638736152939000000&width=800&height=auto&aspect=true'],"Los parches de gel con carbón contienen una esencia específica que proporciona un tratamiento reparador para la piel áspera, opaca y seca, brindando una hidratación intensa, luminosidad y resistencia.",https://www.aruma.pe/parches-para-ojos-de-hidrogel-tony-moly-im-charcoal-eye-patch-7g/p
Ampolla Piel Normal A Mixta Proteos Hydra Plus Sp 10 Ampollas Martiderm,157.00,Tratamiento anti edad con filtros UVA/UVB. Las ampollas son antioxidantes y aportan luminosidad a la piel.,"1) Limpiar el rostro.
2) Agitar suavemente la ampolla antes de abrirla.
3) Aplicar diariamente ½ ampolla por las mañanas sobre rostro, cuello y escote realizando un ligero masaje para favorecer la absorción",MARTIDERM,Tratamiento,Serums y ampollas,"['https://aruma.vtexassets.com/arquivos/ids/169548-800-auto?v=637595514207200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/187497-800-auto?v=638303957340730000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/187498-800-auto?v=638303957440330000&width=800&height=auto&aspect=true']","Proteos Hydra Plus SP es un tratamiento anti edad con filtros UVA/UVB. Las ampollas son antioxidantes y aportan luminosidad a la piel. Su fórmula contiene proteoglicanos de origen vegetal, que hidratan en profundidad reteniendo el agua y poseen propiedades reafirmantes. También contienen Vitamina C pura, un antioxidante esencial que ayuda a la reparación del tejido conectivo y fomenta la producción de colágeno, además de ejercer un efecto despigmentante. Este producto tiene una textura fluida no grasa, que deja una sensación de suavidad en la piel. Contiene 10 ampollas.",https://www.aruma.pe/ampolla-piel-normal-a-mixta-proteos-hydra-plus-sp-10-ampollas-martiderm/p
ISDIN Isdinceutics A.G.E. Reverse Night,349.00,Crema antiedad de noche con triple acción,,ISDIN,Hidratación,Cremas de Noche,"['https://aruma.vtexassets.com/arquivos/ids/173795-800-auto?v=637808160569200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/170286-800-auto?v=637618878173900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/170287-800-auto?v=637618878374400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/170288-800-auto?v=637618878479900000&width=800&height=auto&aspect=true']","Crema facial de noche formulada con Melatonina que estimula las defensas antioxidantes para combatir las agresiones recibidas durante el día, con Carnosina, que retrasa el proceso de formación de los productos finales de la glicación avanzada (A.G.E.), que pueden empeorar la funcionalidad del colágeno y la elastina y con Helichrysum Italicum que estimula la liberación de moléculas calmantes aumentando la sensación de bienestar.",https://www.aruma.pe/ceutics-age-revers-50-ml-night-isdin/p
Crema Hidratante Pigmentbio Daily Care SPF50 40ml Bioderma,144.00,Limpiador iluminador: Exfolia e ilumina la piel con manchas e hiperpigmentación,,BIODERMA,CUIDADO DE LA PIEL,Necesidad,"['https://aruma.vtexassets.com/arquivos/ids/194303-800-auto?v=638488936325970000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194304-800-auto?v=638488936556300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194305-800-auto?v=638488936650830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194306-800-auto?v=638488936735530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194307-800-auto?v=638488936835200000&width=800&height=auto&aspect=true']",Pigmentbio Foaming crema es un limpiador iluminador que promueve la desaparición de las manchas oscuras y evita su reaparición.,https://www.aruma.pe/crema-hidratante-pigmentbio-daily-care-spf50-40ml-bioderma/p
Serum de cejas OLAPLEX Browbond® Building Serum,269.00,Suero para cejas que favorece su apariencia al hacerlas lucir más llenas y definidas.,"Sumerge el aplicador una vez y pásalo por las líneas de las dos cejas. No enjuagues.
Deja secar durante 90 segundos antes de aplicar otros productos para el cuidado de la piel y/o maquillaje.
  
*Para obtener resultados óptimos, úsalo por la mañana y por la noche sobre la piel limpia y seca durante al menos 12 semanas y continúa usándolo para obtener mejores resultados. Agrega LASHBOND™ para una rutina completa de ojos.",OLAPLEX,CUIDADO DEL CABELLO,ACCESORIOS Y BROCHAS,"['https://aruma.vtexassets.com/arquivos/ids/204914-800-auto?v=638808635022670000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204915-800-auto?v=638808635022830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204916-800-auto?v=638808635022830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204917-800-auto?v=638808635023000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204918-800-auto?v=638808635023000000&width=800&height=auto&aspect=true']","Un tratamiento transparente en gel 3 en 1 que ayuda a mejorar y definir las cejas, también a prevenir las canas. Luce cejas más llenas y definidas en tan solo 4 semanas¹. BROWBOND™ está formulado con un péptido innovador para ayudar a reducir la aparición de nuevas canas². El suero en gel y el aplicador con microcerdas esculpen sin dejar rigidez ni residuos.Probado por oftalmólogos y dermatólogos.   ¹(resultados completos en 12 semanas.) Los resultados pueden variar. Según lo informado por 30 participantes en un estudio clínico de percepción del consumidor de 12 semanas, después de 4 semanas de uso 2 veces al día  ²Probado en cabello del cuero cabelludo. El cabello del cuero cabelludo y de las cejas se tornan canosos de la misma manera.",https://www.aruma.pe/serum-de-cejas-olaplex-browbond-building-serum/p
Autobronceador Glow Your Own Way - B.Tan Self Tan Gel 437ml,74.90,Gel autobronceador transparente B.tan. Tono oscuro. Con ácido hialurónico y Vitamina C. 437ml.,"Antes de aplicar, tener la piel limpia, seca y previamente exfoliada. Luego aplica el gel sobre la piel, homogéneamente. Lávate las manos después de aplicar. Sentirás tu piel hidratada suave como la seda, bronceada y luminosa.",B.TAN,Protección Solar,Autobronceadores,"['https://aruma.vtexassets.com/arquivos/ids/201656-800-auto?v=638664448416000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194084-800-auto?v=638482888584770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194085-800-auto?v=638482888592270000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194086-800-auto?v=638482888595700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194087-800-auto?v=638482888598800000&width=800&height=auto&aspect=true']",Gel autobronceador transparente. Tono oscuro. Enriquecido con ácido hialurónico y Vitamina C para mantener la piel hidratada.,https://www.aruma.pe/autobronceador-glow-your-own-way-btan-self-tan-gel-437ml/p
Eucerin Pigment Control Tono Medio FPS50+ Protector Solar Facial 50ml,146.00,,Aplicar de manera uniforme en todas las zonas de la piel expuestas entre 20 y 30 minutos antes de la exposición al sol. Aplicar de nuevo cada dos horas e inmediatamente después de bañarse o de secarse con una toalla.,EUCERIN,Dermocosmética,Protección Solar,['https://aruma.vtexassets.com/arquivos/ids/182920-800-auto?v=638143265856170000&width=800&height=auto&aspect=true'],,https://www.aruma.pe/sun-pigment-control-fps-50-tinted-medium-50-ml-eucerin/p
Crema Facial Acido Hialuronico x 50 ml Babaria,33.90,,,BABARIA,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/178501-800-auto?v=637925407713400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/168509-800-auto?v=637535340772700000&width=800&height=auto&aspect=true']","Crema facial Ácido hialurónico ultra hidratante que aporta a la piel la máxima hidratación, ya que el Ácido Hialurónico, es capaz de hidratar hasta las capas más profundas dándole volumen y disminuyendo la flacidez. Además, contiene filtro solar para proteger la piel. Recomendada para todo tipo de pieles, incluso las más sensibles.",https://www.aruma.pe/crema-facial-acido-hialuronico-x-50-ml-babaria/p
Mascarilla en tela para rostro Calmante con Manzanilla Garnier Skin Active,14.90,"Mascarilla para pieles secas y sensibles. Rehidrata intensamente, reconforta y calma la sensación de tirantez.","Despliega la mascarilla y aplícala sobre tu rostro limpio y seco. El film protector azul debe quedar hacia la parte exterior de tu rostro. A continuación, retira el film y ajusta los contornos. Deja reposar durante 15 minutos. Por último, retira la mascarilla y masajea tu piel.",SKIN GARNIER ACTIVE,Tratamiento,Hidratación,"['https://aruma.vtexassets.com/arquivos/ids/175924-800-auto?v=637835230461000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175925-800-auto?v=637835230465370000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175926-800-auto?v=637835230469770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175927-800-auto?v=637835230475530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175928-800-auto?v=637835230481200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/175929-800-auto?v=637835230484770000&width=800&height=auto&aspect=true']",Mascarilla en tela Hidra Bomb de L,https://www.aruma.pe/mascarilla-en-tela-para-rostro-calmante-con-manzanilla-garnier-skin-active/p
Refill Crema Hidratante Isdin  Isdinceutics Hyaluronic Moisture Oily Skin 50ml,134.00,,"Aplica Hyaluronic Moisture Oily and Combination Skin directamente sobre la piel limpia y seca de tu rostro, cuello y escote. Masajea hasta su completa absorción.",ISDIN,Hidratación,Cremas de Día,['https://aruma.vtexassets.com/arquivos/ids/194452-800-auto?v=638491430294170000&width=800&height=auto&aspect=true'],"Crema facial hidratante y matificante con ácido hialurónico para piel mixta y grasa. Hidrata tu rostro con Hyaluronic Moisture Oily and Combination Skin, la crema con ácido hialurónico puro1 y textura ligera diseñada para pieles mixtas o grasas. Ayuda a reducir el exceso de sebo, minimiza la apariencia de los poros y reduce los brillos de la piel.",https://www.aruma.pe/refill-crema-hidratante-isdin-isdinceutics-hyaluronic-moisture-oily-skin-50ml/p
Desmaquillante Agua Micelar L'Oréal Paris Bifásico Hidra Total 5 200Ml,49.90,Desmaquillante Agua Micelar L'Oréal Paris Bifásico Hidra Total 5 200Ml,,L'OREAL PARIS,Limpieza,Aguas Micelares y Tónicos,"['https://aruma.vtexassets.com/arquivos/ids/204556-800-auto?v=638785299033770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204557-800-auto?v=638785299034070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/204558-800-auto?v=638785299034230000&width=800&height=auto&aspect=true']",DESMAQUILLANTE AGUA MICELAR L'ORÉAL PARIS BIFÁSICO HIDRA TOTAL 5 200ml.,https://www.aruma.pe/desmaquillante-agua-micelar-loreal-paris-bifasico-hidra-total-5-200ml/p
Gel Crema Hydrabio Hidratación 40ml Bioderma,120.00,Gel-Crema hidratante para el rostro que refuerza la hidratación.,,BIODERMA,CUIDADO DE LA PIEL,Hidratación,"['https://aruma.vtexassets.com/arquivos/ids/201897-800-auto?v=638670646711300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201898-800-auto?v=638670646831530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201899-800-auto?v=638670646921400000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201900-800-auto?v=638670647010800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201901-800-auto?v=638670647120770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201902-800-auto?v=638670647368000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/201903-800-auto?v=638670647658970000&width=800&height=auto&aspect=true']","Este gel refuerza la hidratación natural de la piel, proporcionándole un resplandor intenso sobre el rostro. A su vez, suaviza la textura de la piel de manera intensa y duradera. Con Bioderma podrás lucir un cutis más humectado, fresco y suave. Este producto es recomendado especialmente para pieles mixtas y/o grasas.",https://www.aruma.pe/gel-crema-hydrabio-hidratacion-40ml-bioderma/p
Protector Solar Facial Neutrogena Sun fresh Derm care Tono medio FPS 70 40g,65.90,,"Aplique generosamente antes de la exposición al sol.


Vuelva a aplicar con frecuencia, especialmente después de sudar mucho, nadar o bañarse, secarse con una toalla y durante la exposición al sol.


Vuelva a aplicar cada 2 horas para mantener la eficacia de la protección solar.",NEUTROGENA,Protección Solar,Facial,"['https://aruma.vtexassets.com/arquivos/ids/193575-800-auto?v=638463690509970000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193576-800-auto?v=638463690668000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193577-800-auto?v=638463692266930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/193578-800-auto?v=638463692448670000&width=800&height=auto&aspect=true']","Neutrogena Sun Fresh™ Derm Care Facial, protector solar facial FPS 70 tiene una textura ligera y seca que no se derrite. La exclusiva tecnología HELIOPLEX®XP ofrece una protección muy alta, amplia y eficaz frente a los rayos UVB, UVA y luz visible. Exclusivamente formulado con Niacinamida, Feverfew y Vitamina C.",https://www.aruma.pe/protector-solar-facial-sun-fresh-derm-care-tono-medio-spf70-40g-neutrogena/p
Neutrogena Sun Fresh Hydro Boost Sin Color Fps 50 40ml,74.90,NEUTROGENA SUN FRESH® Hydro Boost FPS 50 SIN COLOR,"Agite antes de usar aplique abundantemente antes de la exposición al sol. Reaplicar siempre después de sudoración intensa, nadar o bañarse, después de secarse con toalla y durante la exposición al
sol. uso diario. *es necesaria la reaplicación del producto cada 2 horas para mantener su efectividad",NEUTROGENA,Protección Solar,Facial,"['https://aruma.vtexassets.com/arquivos/ids/199684-800-auto?v=638628041882430000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199685-800-auto?v=638628041993170000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199686-800-auto?v=638628042117700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199688-800-auto?v=638628042494470000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199689-800-auto?v=638628042711100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199690-800-auto?v=638628042819670000&width=800&height=auto&aspect=true']","NEUTROGENA SUN FRESH® Hydro Boost FPS 50 SIN COLOR: Tiene una textura fluida
para todo tipo de piel. La exclusiva tecnología HELIOPLEX

 SL ofrece una protección muy
alta, forma una barrera protectora contra los rayos UV, ayuda a proteger contra la luz visible y
la contaminación, preservando la vitalidad de la piel y revirtiendo los daños solares,
proporcionando un impulso de nutrición y vitaminas. Con Ácido Hialurónico, que hidrata
profundamente durante 12 horas*. Niacinamida: un activo aclarador de las señales causadas
por el sol; Vitamina C y E: antioxidantes.
**Es necesario reaplicar el producto cada 2 horas para mantener la efectividad del protector
solar.",https://www.aruma.pe/neutrogena-sun-fresh-hydro-boost-sin-color-fps-50-40ml/p
Emulsión Anti Imperfecciones Piel Acnéica 30ml Nuhanciam,198.00,,,NUHANCIAM,Necesidad,Dermocosmética,['https://aruma.vtexassets.com/arquivos/ids/176668-800-auto?v=637847044662430000&width=800&height=auto&aspect=true'],Corrige las imperfecciones severas y libera los poros obstruidos. Disminuye la talla de los poros.,https://www.aruma.pe/emulsion-anti-imperfecciones-piel-acneica-30ml-nuhanciam/p
Bandas Para La Nariz Tony Moly Egg Pore Nose Pack 7Und Liquidacion,29.90,Próximo a Vencer.,,TONY MOLY,Ojos,CUIDADO DE LA PIEL,['https://aruma.vtexassets.com/arquivos/ids/185598-800-auto?v=638255558048330000&width=800&height=auto&aspect=true'],,https://www.aruma.pe/bandas-para-la-nariz-tony-moly-egg-pore-nose-pack-7und-liquidacion/p
Gel Limpiador Sebium Gel Moussant 200ml Bioderma,95.90,Limpiador en gel para piel grasa y/o mixta que refuerza la hidratación natural.,,BIODERMA,CUIDADO DE LA PIEL,Limpieza,"['https://aruma.vtexassets.com/arquivos/ids/192229-800-auto?v=638429130606700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192129-800-auto?v=638429129133500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192130-800-auto?v=638429129138330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192131-800-auto?v=638429129146000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192132-800-auto?v=638429129149800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192133-800-auto?v=638429129153100000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192134-800-auto?v=638429129156070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192135-800-auto?v=638429129159330000&width=800&height=auto&aspect=true']","Este gel limpiador y calmante refuerza la hidratación natural de la piel. Limpia con suavidad y elimina por completo el maquillaje del rostro y los ojos y las impurezas de la piel. A su vez, limita la congestión de los poros y controla la secreción del sebo. Con Bioderma podrás lucir un cutis más humectado, fresco y suave. Este producto es recomendado especialmente para pieles mixtas y/o grasas.",https://www.aruma.pe/gel-limpiador-sebium-gel-moussant-200ml-bioderma/p
Crema Hyseac Matificante 40 ml Uriage,94.90,HYSÉAC Mat’ es un tratamiento matificante con una textura entre el gel y la crema. Permite cerrar los poros y alisar la piel.,,URIAGE,Hidratación,Cremas de Día,"['https://aruma.vtexassets.com/arquivos/ids/178784-800-auto?v=637939317757000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178785-800-auto?v=637939317971800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178786-800-auto?v=637939318141030000&width=800&height=auto&aspect=true']","HYSÉAC Mat’ es un tratamiento matificante con una textura entre el gel y la crema, y un delicado toque perfumado. Lo innovador de su fórmula es su triple acción (matificante, hidratante y astringente), que permite cerrar los poros y alisar la piel.",https://www.aruma.pe/crema-hyseac-matificante-40-ml-uriage/p
Contorno de ojos Be Young 15ml Sophieskin,54.90,Contorno de Ojos que te revuelven una mirada renovada y libre de lineas de expresión,,SOPHIESKIN,Hidratación,Dermocosmética,['https://aruma.vtexassets.com/arquivos/ids/185902-800-auto?v=638266042209500000&width=800&height=auto&aspect=true'],Este producto cuenta con una formulación 100% vegana y es ideal para conseguir una mirada renovada y libre de líneas de expresión. Perfecto para aplicar en el contorno de ojos que presentan ojeras y signos de fatiga.,https://www.aruma.pe/contorno-de-ojos-be-young-15ml-sophieskin/p
